,activation,batch_size,epochs,learning_rate,neurons,optimizer,Mean,Std
724,relu,50,10,0.001,32,adam,0.792397658030192,0.00520326257237974
725,relu,50,10,0.001,32,sgd,0.5482456088066101,0.028223053868772725
726,relu,50,10,0.001,64,rmsprop,0.7953216433525085,0.0011937038980123558
727,relu,50,10,0.001,64,adam,0.806530217329661,0.004824318944902933
728,relu,50,10,0.001,64,sgd,0.5414230028788248,0.06159272907748728
729,relu,50,10,0.01,8,rmsprop,0.8153021534283956,0.006008203647564595
730,relu,50,10,0.01,8,adam,0.8187134464581808,0.0035811360275589577
731,relu,50,10,0.01,8,sgd,0.7348927855491638,0.020960848592738546
732,relu,50,10,0.01,32,rmsprop,0.7997076114018759,0.016410789750069536
733,relu,50,10,0.01,32,adam,0.8157894611358643,0.01376651345290622
734,relu,50,10,0.01,32,sgd,0.7095516522725424,0.018659057332549283
735,relu,50,10,0.01,64,rmsprop,0.8157894810040792,0.009012292579138007
736,relu,50,10,0.01,64,adam,0.8143274982770284,0.009474758551157883
737,relu,50,10,0.01,64,sgd,0.7124756375948588,0.03140913130664657
738,relu,50,10,0.1,8,rmsprop,0.8094541827837626,0.013094574787120132
739,relu,50,10,0.1,8,adam,0.8109161853790283,0.008798974681237755
740,relu,50,10,0.1,8,sgd,0.7933723131815592,0.010831452101479747
741,relu,50,10,0.1,32,rmsprop,0.7928849856058756,0.03495207697990505
742,relu,50,10,0.1,32,adam,0.8153021534283956,0.0061256331895375785
743,relu,50,10,0.1,32,sgd,0.8045808871587118,0.006994494227205399
744,relu,50,10,0.1,64,rmsprop,0.8045809070269266,0.018582533282156213
745,relu,50,10,0.1,64,adam,0.8138401707013448,0.009648621833800957
746,relu,50,10,0.1,64,sgd,0.8050682346026102,0.0006892133647491465
747,relu,50,10,0.2,8,rmsprop,0.7339181105295817,0.06870827166964501
748,relu,50,10,0.2,8,adam,0.8070175449053446,0.01490941145822649
749,relu,50,10,0.2,8,sgd,0.8079922000567118,0.005888429454373776
750,relu,50,10,0.2,32,rmsprop,0.7802144289016724,0.02040974450485718
751,relu,50,10,0.2,32,adam,0.8187134464581808,0.004774839925564424
752,relu,50,10,0.2,32,sgd,0.8075048724810282,0.008468872065855636
753,relu,50,10,0.2,64,rmsprop,0.7792397737503052,0.018024581935212985
754,relu,50,10,0.2,64,adam,0.8201754490534464,0.006646288245679736
755,relu,50,10,0.2,64,sgd,0.811403493086497,0.007827665903204698
756,relu,50,10,0.3,8,rmsprop,0.8036062320073446,0.005641251995986249
757,relu,50,10,0.3,8,adam,0.8109161853790283,0.012016404072059679
758,relu,50,10,0.3,8,sgd,0.8075048724810282,0.008959432244209637
759,relu,50,10,0.3,32,rmsprop,0.7436647017796835,0.03888877475899149
760,relu,50,10,0.3,32,adam,0.7992202838261923,0.0067877147949432755
761,relu,50,10,0.3,32,sgd,0.8128654758135477,0.008355955095795264
762,relu,50,10,0.3,64,rmsprop,0.8094542026519775,0.014341065024345094
763,relu,50,10,0.3,64,adam,0.8036062518755595,0.006994494227205399
764,relu,50,10,0.3,64,sgd,0.808966855208079,0.010291757102500503
765,relu,50,20,0.001,8,rmsprop,0.7836257219314575,0.011937087647112224
766,relu,50,20,0.001,8,adam,0.7811891039212545,0.0178790862302528
767,relu,50,20,0.001,8,sgd,0.5043859581152598,0.02305433661823742
768,relu,50,20,0.001,32,rmsprop,0.8084795276323954,0.007827665903204698
769,relu,50,20,0.001,32,adam,0.8138401508331299,0.002756741067400557
770,relu,50,20,0.001,32,sgd,0.5414230128129324,0.12188888281957105
771,relu,50,20,0.001,64,rmsprop,0.8162767887115479,0.003646825646670311
772,relu,50,20,0.001,64,adam,0.8187134663263956,0.008355955095795264
773,relu,50,20,0.001,64,sgd,0.5506822466850281,0.03431435789048039
774,relu,50,20,0.01,8,rmsprop,0.8060428897539774,0.0024849200932743364
775,relu,50,20,0.01,8,adam,0.8118908405303955,0.007766772134775827
776,relu,50,20,0.01,8,sgd,0.6583820581436157,0.1254321877398857
777,relu,50,20,0.01,32,rmsprop,0.8114035129547119,0.010406513979802532
778,relu,50,20,0.01,32,adam,0.8211501042048136,0.005382734190041619
779,relu,50,20,0.01,32,sgd,0.7412280639012655,0.03131068216690503
780,relu,50,20,0.01,64,rmsprop,0.8162768085797628,0.01962673407948165
781,relu,50,20,0.01,64,adam,0.8123781482378641,0.006994494227205399
782,relu,50,20,0.01,64,sgd,0.7509746750195821,0.02722947251718541
783,relu,50,20,0.1,8,rmsprop,0.8011695742607117,0.014957115522189214
784,relu,50,20,0.1,8,adam,0.8153021534283956,0.0061256331895375785
785,relu,50,20,0.1,8,sgd,0.8104288578033447,0.002484892817922509
786,relu,50,20,0.1,32,rmsprop,0.8079922000567118,0.012763945897672197
787,relu,50,20,0.1,32,adam,0.8031189242998759,0.008798955974449334
788,relu,50,20,0.1,32,sgd,0.8133528232574463,0.01109143433885428
789,relu,50,20,0.1,64,rmsprop,0.808966855208079,0.010011050355205452
790,relu,50,20,0.1,64,adam,0.8153021534283956,0.006574436412745357
791,relu,50,20,0.1,64,sgd,0.8128654956817627,0.0035811116940370675
792,relu,50,20,0.2,8,rmsprop,0.7719298203786215,0.05494951478124969
793,relu,50,20,0.2,8,adam,0.8167641361554464,0.009038635742014524
794,relu,50,20,0.2,8,sgd,0.7938596606254578,0.011937087647112224
795,relu,50,20,0.2,32,rmsprop,0.7422027389208475,0.026540457131472208
796,relu,50,20,0.2,32,adam,0.8079922000567118,0.005382734190041619
797,relu,50,20,0.2,32,sgd,0.8075048923492432,0.012651807929083311
798,relu,50,20,0.2,64,rmsprop,0.7821637392044067,0.03642277101681496
799,relu,50,20,0.2,64,adam,0.8167641361554464,0.010011050355205452
800,relu,50,20,0.2,64,sgd,0.8123781681060791,0.0045192900192244576
801,relu,50,20,0.3,8,rmsprop,0.7383040984471639,0.0664628649750231
802,relu,50,20,0.3,8,adam,0.8118908603986105,0.006994494227205399
803,relu,50,20,0.3,8,sgd,0.82066277662913,0.009648621833800957
804,relu,50,20,0.3,32,rmsprop,0.7772904634475708,0.02315711923319158
805,relu,50,20,0.3,32,adam,0.8167641361554464,0.013575429589886553
806,relu,50,20,0.3,32,sgd,0.8138401508331299,0.009574516258814862
807,relu,50,20,0.3,64,rmsprop,0.8026315967241923,0.008607948219601261
808,relu,50,20,0.3,64,adam,0.8153021534283956,0.006574431994572458
809,relu,50,20,0.3,64,sgd,0.8050682147343954,0.009574492999715262
